,userid,condition,iuipcAnswersSorted,iuipcQuestionsSorted,nfcAnswersSorted,nfcQuestionsSorted,ueqAnswersSorted,ueqQuestionsSorted,numeracyAnswers,iuipc,nfc,numeracy,ueq_pragmatic,ueq_hedonic,ueq_total,epsilon_mean,epsilon_1,epsilon_2,epsilon_3,epsilon_4,epsilon_5
153,be5f9d6b-c910-4268-a3ba-d1be60b3b1ba,c3,"['5', '5', '7', '6', '3', '2', '3', '3', '7', '4']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['5', '4', '4', '3', '3', '4']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[4, 6, 5, 4, 4, 3, 6, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '20', '']",4.5,3.5,4,4.5,4.75,4.625,22.0,49,2,39,15,5
154,55101d6a-1a6e-4ebf-a00c-af656c82fd96,c3,"['7', '7', '7', '6', '1', '5', '7', '1', '7', '1']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '4', '5', '3', '3', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[7, 6, 6, 6, 7, 4, 6, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '60 prozent', '', '']",4.9,3.8333333333333335,1,6.0,5.75,5.875,44.6,47,42,48,50,36
155,7ad9fb5c-e3cc-4517-be97-80f538ef75a5,c3,"['6', '5', '6', '6', '6', '6', '4', '6', '6', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '7', '3', '5', '5', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 5, 3, 4, 5, 5, 5, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['5', '3', '', '']",5.8,5.333333333333333,1,4.25,5.0,4.625,23.2,26,27,36,23,4
156,e8f8543c-09fd-4235-93eb-916a1c42f7a9,c3,"['6', '7', '4', '1', '6', '6', '5', '6', '7', '2']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '7', '2', '6', '7', '3']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[2, 6, 1, 3, 6, 7, 6, 3]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['25', '', '23', '50']",5.0,6.333333333333333,4,2.25,6.25,4.25,28.2,50,9,50,26,6
157,7759439b-d900-46d3-85cc-6e0fc8f9a4c1,c3,"['6', '7', '6', '6', '6', '7', '7', '6', '7', '4']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '5', '6', '2', '4', '5']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 5, 4, 6, 6, 7, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '5', '', '']",6.2,3.5,1,5.0,6.5,5.75,21.2,31,18,8,23,26
158,26dd5b3b-d662-468a-ae71-7a8c893c7699,c3,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '7', '1', '7', '7', '1']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[3, 5, 3, 4, 5, 4, 6, 3]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['10', '50', '', '']",7.0,7.0,1,3.25,5.0,4.125,30.2,28,31,45,20,27
159,6133c367-0a2e-445b-9d88-fa79e3c6a6ef,c3,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '7', '2', '6', '6', '2']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 7, 6, 6, 7, 6, 7, 7]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['45', '40', '', '']",7.0,6.333333333333333,1,6.25,6.75,6.5,33.6,48,17,44,41,18
160,2dac5bee-16aa-4de8-9121-a0d740cbdf7e,c3,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['1', '6', '1', '6', '6', '1']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 6, 4, 3, 6, 5, 6, 5]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['50', '60', '', '']",7.0,6.5,1,4.25,5.75,5.0,3.8,5,1,8,1,4
161,5b006427-22a3-46a1-aea7-a13c4db7c740,c3,"['7', '4', '6', '7', '6', '5', '7', '4', '7', '6']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['4', '6', '4', '4', '4', '6']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[5, 6, 4, 5, 4, 5, 5, 3]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['40', '50', '', '']",5.9,4.0,1,4.25,5.0,4.625,43.8,48,29,49,43,50
162,af9a3a79-c53c-43b1-9fd3-3129221204d4,c3,"['6', '7', '7', '7', '7', '6', '6', '5', '7', '7']","['Beim Online-Datenschutz für Verbraucher:innen geht es in erster Linie um das Recht der Verbraucher:innen, Kontrolle und Autonomie über Entscheidungen auszuüben, wie persönliche Informationen gesammelt, verwendet und weitergegeben werden.', 'Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Die Kontrolle der Verbraucher:innen über ihre persönlichen Informationen ist die Kernaufgabe des Datenschutzes.', 'Eine gute Online-Datenschutzrichtlinie für Verbraucher:innen sollte  klar formuliert und auffällig platziert sein.', 'Es ist mir sehr wichtig, dass ich bewusst und sachkundig darüber informiert bin, wie meine persönlichen Informationen verwendet werden.', 'Es stört mich, so vielen Online-Unternehmen persönliche Informationen zu geben.', 'Ich bin besorgt, dass Online-Unternehmen zu viele persönliche Informationen über mich sammeln.', 'Ich glaube, dass die Online-Privatsphäre durch eine Marketingmaßnahme verletzt wird, wenn Kontrolle verloren geht oder ungewollt reduziert wird.', 'Normalerweise stört es mich, wenn Online-Unternehmen mich nach persönlichen Informationen fragen.', 'Unternehmen, die Online Informationen einholen, sollten offenlegen, wie die Daten gesammelt, verarbeitet und genutzt werden.', 'Wenn mich Online-Unternehmen nach persönlichen Informationen fragen, überlege ich manchmal zweimal, bevor ich sie angebe.']","['3', '5', '1', '1', '2', '4']","['Damit wir wissen, dass Sie die Fragen gelesen haben, wählen sie bitte die Antwortmöglichkeit ""Stimme eher nicht zu"" aus. Dies ist ein Aufmerksamkeitstests.', 'Denken entspricht nicht dem, was ich unter Spaß verstehe.', 'Die Aufgabe, neue Lösungen für Probleme zu finden, macht mir wirklich Spaß.', 'Ich trage nicht gerne die Verantwortung für eine Situation, die sehr viel Denken erfordert.', 'Ich würde komplizierte Probleme einfachen Problemen vorziehen.', 'Ich würde lieber eine Aufgabe lösen, die Intelligenz erfordert, schwierig und bedeutend ist, als eine Aufgabe, die zwar irgendwie wichtig ist, aber nicht viel Nachdenken erfordert.', 'Ich würde lieber etwas tun, das wenig Denken erfordert, als etwas, das mit Sicherheit meine Denkfähigkeit herausfordert.']","[6, 6, 7, 5, 7, 5, 7, 4]","['behindernd', 'herkömmlich', 'ineffizient', 'kompliziert', 'konventionell', 'langweilig', 'uninteressant', 'verwirrend']","['30', '60', '', '']",6.5,4.0,1,5.5,6.25,5.875,47.8,45,48,49,48,49
